		gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
		Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	Rep1	Rep1	Rep1	Rep1	Rep2	Rep2	Rep2	Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2	ave_Rep1_Rep2
		Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
gene	transcripts																																				
ACTB	all	0.4680202198031914	-0.012925004818684157	10	10	0.25148879858271156	-0.0340328725674772	10	10	0.2715855552378258	-0.026663726159030843	10	10	0.8797051205274514	-0.04921174725400442	10	10	0.8718792846367636	0.03858932668397537	10	10	0.9952098617851488	-0.022888049752112515	10	10	0.8599768813600772	-0.12052317302695158	10	10	0.6154810561990804	-0.10007474124256793	10	10	0.5029699344937012	-0.09555472414846045	10	10
ACTG1	all	0.7895717786595176	-0.054609420396477405	10	10	0.20882627738002857	-0.06680073255904197	10	10	0.22098583404849004	-0.04720447231455626	10	10	0.8607164598625426	0.02398939772321461	9	9	0.45228552402061795	0.041954627876969575	9	9	0.4265390194272416	0.02592731682240701	9	9	0.8232369304487517	-0.22951711462559668	9	9	0.9080164655761029	-0.47762512974061705	10	10	0.8230994138476172	-0.265579601041338	9	9
ACTL6B	all	0.582658912900399	-0.006791150874226842	9	9	0.4572841131138283	0.00955974668507041	9	9	0.8556923956211085	0.009587353860056397	9	9	0.14938292638668374	0.13400307222572963	9	9	0.24342633137995717	-0.027944633983420255	9	9	0.6166932140656034	0.029024392470437824	9	9	0.25515683756920626	0.3703856264747741	9	9	0.503467266730361	-0.23135855565080457	9	9	0.6828939235553888	0.0905105291539197	9	9
ACTR3	all	0.500019330780213	-0.009360637703096458	10	10	0.21900203488622005	-0.032945032100870277	10	10	0.08639217286888308	-0.0074202785061624615	10	10	0.2740122644301387	-0.09696805356328482	10	10	0.8000699682080628	-0.1319435057441869	10	10	0.3884042359596098	-0.06608910496007486	10	10	0.11722514358817453	-0.217063104370251	10	10	0.5774880478327915	-0.49282056160989995	10	10	0.22088093265630426	-0.3355658555128948	10	10
ACTR3B	all	0.08110829746561624	-0.03154344292112838	10	10	0.11956526773677625	0.006697045643071507	10	10	0.8215180557645251	-0.01124084478676604	10	10	0.5539163473952833	0.021697415495064043	10	10	0.9200688943495299	-0.02288339165388632	10	10	0.9613744186819795	0.02434116853320577	10	10	0.9603014655890323	-0.24426625054352505	10	10	0.7902224010619667	0.031542085147421066	10	10	0.9221243709571527	0.05086849474804305	10	10
ACTR8	all	0.03400987722190195	-0.10268081815576446	10	10	0.022255056333567128	-0.11195586199147955	10	10	0.04128617788734676	-0.10731834007362201	10	10	0.0019033741560476694	-0.4365374063825222	10	10	0.10274103822574861	-0.4128518862136455	9	9	0.012802854204763715	-0.42849589031423957	9	9	0.003241284252287744	-1.5448224921497244	9	9	0.02578585894299036	-2.1030674409266426	10	10	0.002201966655591212	-1.8239449665381837	9	9
ACYP1	all	0.770515471439516	-0.012819851073786295	10	10	0.485285130288153	-0.007782632064699736	10	10	0.4354723396374752	-0.013258782874461519	10	10	0.6257588815135091	-0.07871363088543526	10	10	0.46423234329212415	-0.022268145890756142	10	10	0.32423691298360136	-0.02040200346660076	10	10	0.4497763953168329	-0.1642915388548469	10	10	0.38152347541420206	-0.22776633351020403	10	10	0.18766375860096418	-0.04878502680776142	10	10
ADA	all	0.3882022255180204	-0.02999266993932047	10	10	0.134178977173107	-0.016803892668918123	10	10	0.07537435979550423	-0.023097619608542463	10	10	0.6572390625005828	-0.012536889894101873	10	10	0.717972869607455	-0.11136692040139118	10	10	0.4844161671821968	-0.02466723174169222	10	10	0.42904340120413786	-0.14375018758971023	10	10	0.22301929832713818	-0.3215660881954922	10	10	0.12016715985607106	-0.1931996405862876	10	10
ADAM12	all	0.4166749567589608	0.04298164920762953	9	9	0.15485377273736833	0.01951409677912809	9	9	0.10150966343649195	0.01833938861586451	9	9	0.07216592873341916	-0.10779486493905131	9	9	0.6375543208402692	-0.025489995746827056	9	9	0.12201676025273987	-0.0718936641172883	9	9	0.2602310727050411	-0.08595785128384964	8	8	0.6177358650412101	-0.07661034295137915	9	9	0.49358464328222973	-0.04094840807723273	8	8
ADAM15	all	0.1682976203622627	0.002761352203794261	10	10	0.4301404743465769	0.017361557222730303	10	10	0.1770194451887146	0.009838422128564917	10	10	0.8219531139207522	0.01626924101561154	10	10	0.9834797754272896	0.08680837639100901	10	10	0.9486211003378532	0.04754426998800352	10	10	0.6271041954470564	0.3199971281696508	10	10	0.7264896644051256	0.3151011097027862	10	10	0.8826245907420192	0.3342492529151961	10	10
ADAM17	all	0.3157576673852993	-0.0075287333209785355	10	10	0.6856743645106929	0.008180228056602868	10	10	0.2313257389690625	-0.0024842853423894472	10	10	0.24170753583151716	0.033948129127172065	10	10	0.07941673794399179	-0.020375685306005007	10	10	0.966478698399966	-0.02714947803221503	10	10	0.46837455984856935	0.19801610092940666	10	10	0.06376566456243245	-0.19011309389763306	10	10	0.4273517638962371	-0.054404422780697494	10	10
ADAM19	all	0.590382234217514	-0.015088344221267003	9	9	0.6236190499611416	-0.005858138938539068	10	10	0.6471060792158416	-0.01155140650029217	9	9	0.3104211398068636	-0.058835091136703675	9	9	0.4155450684531654	-0.045071644741096505	9	9	0.9266938582972988	-0.033734888057612517	9	9	0.19432424906132706	-0.0755467783070533	9	9	0.7513620484575716	-0.5247735650346609	10	10	0.7687733789470367	-0.09008517529481397	9	9
ADAM22	ENST00000398201.4,ENST00000265727.7,ENST00000315984.7,ENST00000398209.3	0.6330114439704806	-0.0027556942281174875	5	5	0.40154062882332753	0.010974474525151398	5	5	0.8087048951442113	0.0004708864559624561	5	5	0.3787922469295856	0.04389117194296175	5	5	0.29766733940592016	-0.03465375182336368	5	5	0.9178009085791144	-0.003390831684067419	5	5	0.6351697998156313	0.1155539222397493	5	5	0.5050317413295795	-0.09483979260012225	5	5	0.8925450520143621	0.009278887705234948	5	5
ADAM22	ENST00000398204.4,ENST00000398201.4	0.8384750700894811	-0.0038788195536303125	1	1	0.48028807517289696	0.011995903884400756	1	1	0.7237479740810324	0.004058542165385222	1	1	0.16144688315018418	-0.08870431375898823	1	1	0.2662468735611555	0.05531586119494997	1	1	0.654888797419084	-0.01669422628201913	1	1	0.1596920807151646	-0.2451109417305813	1	1	0.18138132028600518	0.22189609039844807	1	1	0.8994454724606336	-0.01160742566606661	1	1
ADAM22	ENST00000398204.4,ENST00000398201.4,ENST00000265727.7,ENST00000315984.7	0.2609705963529587	0.010842783294501787	3	3	0.5762654465994046	0.005482633543376119	3	3	0.2208619618639659	0.008162708418938952	3	3	0.11897201640387142	-0.054454988956677046	3	3	0.6710896956357466	0.06316187162578994	4	4	0.12646120880027262	-0.035401699711039396	3	3	0.31065435958850207	-0.09871662455249275	3	3	0.5008250946281193	0.19168087956387134	4	4	0.31838025400203596	-0.06340991208764074	3	3
ADAM22	all	0.6578732531655236	-0.004007135589319892	4	4	0.1820086252989721	0.017139293311909262	5	5	0.8925555123988634	0.0012491870383245863	4	4	0.06886321827713268	0.05221058086366822	4	4	0.9873966433344977	-0.007342298841888248	5	5	0.2570671285644256	0.022434141010889985	4	4	0.11139015017381008	0.13330678645358737	4	4	0.6591875225976198	0.004155223758095262	4	4	0.28908007708911265	0.06873100510584133	4	4
ADAM28	all	0.548009293832763	0.003627394494287906	10	10	0.9836343542034625	-0.01213519407602263	10	10	0.6424547333766492	-0.010030398638602443	10	10	0.0967513146930412	-0.1294652218202983	10	10	0.12033082726415355	0.06360531465035467	10	10	0.5031129821242355	-0.010721556912763346	10	10	0.09625424423897871	-0.158852552783756	10	10	0.12179234041512572	0.16839431607805885	10	10	0.7779358252106279	-0.044588975219158444	10	10
ADAMTS12	all	0.17833050150588836	-0.04544175497095534	9	9	0.5326639643840592	-0.00801888851730892	9	9	0.15923764146199249	-0.0249491402948786	9	9	0.08244753015672154	0.09367142097450032	9	9	0.6620318631892185	-0.019772992898514658	9	9	0.2940871697700045	0.04532249393609323	9	9	0.4150640665273657	0.20531466510384	9	9	0.5733537177685054	-0.08430480257597461	9	9	0.9387965016330372	-0.0017865708573896928	9	9
ADAMTS20	all	0.9610152638755034	-0.023705935287427166	10	10	0.33598626301198653	-0.03902572578173979	10	10	0.9503667728316033	-0.037810774447026595	10	10	0.5264063140072086	0.010628601716185473	10	10	0.9738725730124677	-0.0304013634492057	9	9	0.946162328740693	-0.0646037155328252	9	9	0.47647368531060597	-0.09296794932911993	10	10	0.4969172151215626	-0.2517091258518174	10	10	0.7637838431924319	-0.35115631641656125	10	10
ADAMTSL1	all	0.6654314016291241	-0.02212510214015218	10	10	0.7903342572493628	-0.0010222263207317628	10	10	0.971219361665949	-0.0070973533657874245	10	10	0.17899278165251375	-0.052962109817690284	10	10	0.33762387438734154	0.0793543574266598	10	10	0.9939325136254709	0.005241359316634119	10	10	0.14933331520391363	-0.16231473547353467	10	10	0.24906274072121626	0.13792892820679004	10	10	0.9849145396439865	0.04885263940375565	10	10
ADAMTSL3	all	0.0028302617994011665	-0.08628213630412039	10	10	0.8911478989754231	-0.00901321105114878	9	9	0.048701238946506895	-0.02414214215678911	9	9	0.7162631688115828	-0.02718192282920352	9	9	0.4520329809556244	-0.08145344247617088	9	9	0.5540491053895551	0.014393470183646425	9	9	0.1672896047169392	-0.22902099345136118	10	10	0.38911881175096075	-0.12228712466628788	9	9	0.1782933306540705	-0.08341513780728697	9	9
ADAMTSL5	all	0.6766395183262387	0.005420452328551536	10	10	0.20669106566835782	-0.02615209902255103	10	10	0.2078160584488845	-0.0011456364830791123	10	10	0.5919311921991797	0.026171673483239826	10	10	0.7636870396285799	-0.03643828753092252	10	10	0.9123572648637959	0.01667032110495788	10	10	0.5985940826636699	0.09291664976467544	10	10	0.41453868017364337	-0.10868830805130915	10	10	0.67184407652386	-0.010853051054441528	10	10
ADAR	ENST00000292205.5	0.9452348606141421	-0.0026253950113824813	5	5	0.9857313669347602	-0.00908144175047125	5	5	0.9279412600740707	-0.0058534183809268656	5	5	0.8398625951318084	-0.002189242775271804	5	5	0.021893950020702355	0.09636118982795529	5	5	0.15963537033517494	0.04052146525772285	5	5	0.927627192076107	-0.019598024376725882	5	5	0.01776473150229594	0.22302013877322166	5	5	0.2583649489774025	0.1960310500376891	5	5
ADAR	ENST00000368474.4	0.5261562688033594	0.014027226553526785	9	9	0.43665643515771957	-0.02464299777268764	9	9	0.7733085248226601	0.0076238086614644944	9	9	0.29359552255039945	0.03642309597951473	9	9	0.4839502777697414	-0.020204020441080623	9	9	0.7337313354909899	0.019700716480065623	9	9	0.15829059013915348	0.11614617432231845	9	9	0.31236827155634583	-0.2014621490615611	9	9	0.8535955437360363	0.03641282443340136	9	9
ADAR	ENST00000529168.1	0.7991980725100939	0.02504794244568664	9	9	0.39284951364474263	0.015001163241766946	8	8	0.7680036557580204	0.007074409955969872	8	8	0.9553571015479708	0.01711844527324935	9	9	0.36861433676297595	-0.030238335411235967	8	8	0.8956112563151959	-0.011170728268111878	8	8	0.6003209580917526	0.11920786369457297	8	8	0.7720914930017455	-0.10919071111988203	8	8	0.679788591971667	0.011305026184669003	8	8
ADCY1	all	0.9845895652048862	-0.042482100903516444	10	10	0.6981865745568967	0.00827630824743829	10	10	0.9421606461439492	-0.027519915332107705	10	10	0.7016368647100168	-0.02246899211144102	10	10	0.13926744646160766	-0.0751769088266384	10	10	0.4970076813673099	-0.052438159574400144	10	10	0.8133287451094712	-0.08477825824123153	10	10	0.09382824203768933	-0.21630476910291785	10	10	0.22423701933034945	-0.11288581140026838	10	10
ADCY10	all	0.12498340445355806	0.028876858829951568	10	10	0.7814365120460705	-0.009982376870484031	9	9	0.31831232191052095	0.005205359329636439	9	9	0.5715613176010095	-0.03945252528267296	10	10	0.4563370933130265	-0.03772913423233628	9	9	0.6376411503464261	0.00246991627165243	9	9	0.11534816081316583	0.11042439687781665	9	9	0.4106795756652759	-0.08797928839951703	9	9	0.5839259036168211	0.02515955226689476	9	9
ADCY2	all	0.6882098931528704	0.014022044166125762	10	10	0.9245736471197668	-0.017501348168371986	10	10	0.8699333202616802	-0.0020369760560491335	10	10	0.25700938325028344	-0.026520959991314996	10	10	0.80099318354079	-0.10542068917318002	10	10	0.37965916973084024	-0.0688681775357487	10	10	0.2522789843783586	-0.07378798216979268	10	10	0.44633632632285547	-0.27619729343875016	10	10	0.2422116413097689	-0.20286517384565464	10	10
ADCY3	all	0.04439207435936254	-0.14795001008703343	10	10	0.11687163589381006	-0.051095771838910974	10	10	0.9182118649162754	-0.09827721926938315	10	10	0.07769312985609064	0.022334142938304772	9	9	0.26116738838474496	-0.03132638706913369	9	9	0.7535213333313231	-0.008166244774501868	9	9	0.7197595098041533	-0.5888796669268185	10	10	0.8460535565679289	-0.4647634209174549	10	10	0.993259366484494	-0.4600789341054152	10	10
ADCY4	ENST00000310677.4,ENST00000554068.2	0.5092082050185094	-0.01669365024285487	9	9	0.4689480513725717	-0.012277407387308028	9	9	0.27834070070120354	-0.021337202533929123	9	9	0.058537661040249725	0.07171547021621962	9	9	0.24649397357434177	-0.06866784105068686	9	9	0.5768852393113963	0.011648101483041703	9	9	0.1172023924781462	0.16584777900198003	9	9	0.1054429521711687	-0.20693634715875645	9	9	0.7772150087746789	0.016186060580935403	9	9
ADCY4	ENST00000418030.2	0.3791723545185445	-0.027478129273737828	8	8	0.9574101590346703	0.0071912222252936385	8	8	0.5021241270629365	-0.007598199150348072	8	8	0.04744587659956364	-0.11714638611740967	8	8	0.9868478908701076	0.013170002103122927	8	8	0.08974585832414879	-0.06872414771870994	8	8	0.023264323961960844	-0.3190072747667977	8	8	0.9829878322149612	0.0371791279179552	8	8	0.08367031771196416	-0.21689921564998596	8	8
ADCY4	all	0.6954784361677933	0.006274584382684143	1	1	0.29429455130683313	0.01885434442834402	1	1	0.3005728771886078	0.012564464405514082	1	1	0.35884920763791683	0.04277317946624111	1	1	0.4461796917050501	0.036035699962459755	1	1	0.286125783597604	0.03940443971435043	1	1	0.304371923659017	0.14585870476140303	1	1	0.225104595909159	0.1900667537290496	1	1	0.17729313340345854	0.16796272924522632	1	1
ADCY5	all	0.6075108732205676	-0.015186363236519585	10	10	0.0347522327957356	-0.0440437697465982	10	10	0.14532521787438793	-0.021831292842357592	10	10	0.7709009099286938	0.019991218329396147	10	10	0.8421836891894813	0.030749255802672945	10	10	0.851102375810035	0.056965410944214596	10	10	0.6706325737810246	-0.036219390356885955	10	10	0.3086638003861645	-0.06101219916547127	10	10	0.5464801970562759	-0.003482722902405514	10	10
ADCY6	all	0.9682420491589908	0.009387900200073086	10	10	0.8631341899740042	0.00742737849440434	10	10	0.9232482862993261	-0.009921407353917605	10	10	0.48117211994724995	-0.053877740481036086	10	10	0.5310710077118466	0.06195985331584247	10	10	0.3583318565180458	-0.00982955871049116	10	10	0.37698933312105776	-0.11768162620238536	9	9	0.624445594670636	-0.034547886441728924	10	10	0.29570624187753614	-0.009659917655097883	9	9
ADCY7	ENST00000254235.3	0.2124027400890226	0.005932811139061811	9	9	0.9148663228883226	-0.015413140019847235	9	9	0.65312526611502	0.006396270032177308	9	9	0.9148299185278103	-0.02510681576045011	9	9	0.22800433964562838	0.006409954099143277	9	9	0.4464392949349393	-0.002543800532418821	9	9	0.6480844941335888	0.04252922139087523	9	9	0.2648786413572908	-0.03942458089208531	9	9	0.5717499108904682	-0.0011359045341022601	9	9
ADCY7	ENST00000394697.2	0.7247890441544373	-0.006041185086356771	9	9	0.2653010218002775	-0.034982831246194585	9	9	0.21174783533026753	-0.019649695672027092	9	9	0.5240629993376302	-0.03694728424907193	9	9	0.31438386846431043	0.07621013735039535	9	9	0.7343670494641659	0.010133280534057425	9	9	0.41218582009288063	-0.056651544832810936	9	9	0.5914454158832799	0.03187852653762208	9	9	0.9030976562296515	-0.07188454686115707	9	9
ADCY8	all	0.6925678458181712	-0.04528152731680948	10	10	0.6663506682171698	-0.03774501700204056	10	10	0.6653405522901827	-0.03883078367051931	10	10	0.9333782554404658	0.06065863183423339	10	10	1.0	-0.02384467850978397	10	10	0.9607364907217935	0.03143643663741779	10	10	0.7485493059544923	-0.20085199047415073	10	10	0.4991836091478077	-0.12669088848142637	10	10	0.39708728560266515	0.014009543076875722	10	10
ADCY9	all	0.13827369478970755	0.013602019729436513	9	9	0.8704731436279077	-0.0026606321262332955	9	9	0.34410197007526155	0.00953635394061479	9	9	0.32478261608378967	-0.05890169744424395	9	9	0.5524334787865507	0.08031210913463026	10	10	0.6797842521945004	-0.016386118317181033	9	9	0.9507822854418805	0.01127349831910355	9	9	0.6648848639472456	0.005076300083047991	10	10	0.9300259947379794	0.0665094991998327	9	9
ADCYAP1	ENST00000450565.3	0.4169697171640503	0.010339941064923279	3	3	0.8578886939319832	0.0019067598017317947	3	3	0.5698887140586011	0.006123350433327537	3	3	0.9988428058292547	-0.0002329694468259958	3	3	0.1543885858714638	-0.048375747769345744	3	3	0.26296308306056226	-0.024304358608085868	3	3	0.7622872470713351	0.0452203105198069	3	3	0.13007402117638367	-0.14256621465076388	3	3	0.4583706527578384	-0.048672952065478496	3	3
ADCYAP1	ENST00000579794.1	0.43797658536080797	-0.008453016124837391	3	3	0.021797612338446484	0.027000621385309013	3	3	0.16862535582462956	0.00927380263023581	3	3	0.007421680015615683	0.11636004513604714	3	3	0.5350845513302174	-0.019608643194470518	3	3	0.1444709388571557	0.048375700970788325	3	3	0.013288170218679934	0.28939151669216756	3	3	0.9924619490379091	0.050279048810034865	3	3	0.08288796418760525	0.16983528275110119	3	3
ADCYAP1	all	0.9601260500368206	-0.0057576902206670985	7	7	0.5460538555954675	0.0024396162490054204	7	7	0.9089780414555297	0.009885388234384134	7	7	0.6579405263044532	-0.03417693808154166	7	7	0.4633922356707978	0.02768480542765155	7	7	0.5341967886787187	-0.030071379186202396	7	7	0.59030063562254	-0.0714610913921813	7	7	0.9463858989680358	0.08141750261986974	6	6	0.5528720451065607	-0.03623127721981282	6	6
ADD1	ENST00000398129.1	0.015556726416265858	0.039899753342413496	9	9	0.16116100058704197	0.0017207009591593374	10	10	0.0021898685742361844	0.03044711070129853	9	9	0.24976507972506135	0.019000172898262252	10	10	0.5860269687207742	-0.03090758047118572	9	9	0.12283384729206179	-0.053200991491153204	9	9	0.8602897064296106	0.1555645446755967	10	10	0.9851113549036242	-0.14957004476288882	10	10	0.570825526309962	0.03275918862230259	10	10
ADD1	ENST00000446856.1	0.9860713986111009	0.0005619837548955011	9	9	0.8473473448575469	-0.015580782523706484	10	10	0.977653648968227	-0.01657802235756123	9	9	0.39147240730474164	0.012961192952708096	10	10	0.4398111686971409	0.0726340813517464	10	10	0.2136680386000367	0.018217204299961105	10	10	0.23270800888773568	0.026098529860022163	10	10	0.4537194160418082	0.08169889742158896	10	10	0.3017462983200939	0.13840225657287417	10	10
ADH1A	all	0.16491426148695187	0.006702339599876625	10	10	0.7049131631587507	0.007921704440329089	10	10	0.22794353037859394	0.006679218546580996	10	10	0.4955932305930074	-0.04531703853754535	10	10	0.4620476253851118	0.07431227680422157	10	10	0.8285752173785538	-0.007902139830060316	10	10	0.8935639266337696	-0.10423624260124593	10	10	0.3672189793184145	0.12089540247171533	10	10	0.4033966535669439	0.008037481212109851	10	10
ADH6	all	0.8351255946170851	0.01064813287418205	10	10	0.4443380758311125	-0.0022232002365510394	10	10	0.8912022839603185	0.00036913724608910137	10	10	0.6928448167462877	-0.03731190523031496	10	10	0.46764220594336725	0.05493511635398818	10	10	0.7136047691768126	-0.031046606630446522	10	10	0.8631061145039005	-0.1615008208023354	10	10	0.602418100417911	0.02883431076089064	10	10	0.9643823510113841	-0.09948367473199145	10	10
ADH7	all	0.7854232298032455	-0.030298248936826023	9	9	0.35882070525581955	-0.007782133374889331	9	9	0.3509680812103161	-0.009443415993856678	9	9	0.8600561054333343	-0.04195034541552448	10	10	0.11681022694257617	0.0964898786436917	9	9	0.44946926353692396	-0.024015969243676782	9	9	0.9520532604006979	-0.18445033587730164	10	10	0.20971363536975285	0.16345749187472638	9	9	0.6569332565999637	-0.0635441812604959	9	9
ADHFE1	all	0.06960736501410462	0.014437537167697313	10	10	0.37898831323753635	0.010289881241496471	9	9	0.15434142814447518	0.0221933798411193	9	9	0.2016349248772179	-0.11213007508841784	10	10	0.8507884710269573	-0.008122130062732014	9	9	0.42801335931745477	0.024099004442317228	9	9	0.955799068546939	-0.005675033868693631	9	9	0.5992784914773492	-0.07104070228299784	9	9	0.9104931747069787	0.06818661469574233	9	9
ADIRF	all	0.0747917335393799	-0.028377490387953952	10	10	0.906621068763672	-0.0046569079204962964	9	9	0.0800394497992997	-0.009250662468911867	9	9	0.05174213126478588	0.12776401471969176	10	10	0.20060255404273364	-0.03691979583602029	9	9	0.5032662513022481	0.029848570068651964	9	9	0.21561684202569487	0.15945841187769141	9	9	0.17360947737635457	-0.09662124882623913	9	9	0.8092626962439675	0.07886421719159802	9	9
ADM	ENST00000278175.5	0.00011035821808163275	0.04567106136863721	10	10	0.5506131036624038	0.009762579111401016	10	10	0.000759240861607375	0.025886758699717665	10	10	0.6412765793099426	0.01870666195792715	10	10	0.955225100573952	0.03196461199187369	10	10	0.9658405840171786	-0.0026593610111755386	10	10	0.0848127248960173	0.21973357418232028	10	10	0.7408404576583301	0.06486924109554558	10	10	0.13398901089478774	0.19844648085836045	10	10
ADM	ENST00000528655.1,ENST00000525063.1	0.33633613368900983	0.01626235932172193	10	10	0.42623120660540936	0.004531305412375831	10	10	0.3447639494212351	0.013798465529350865	10	10	0.028717522800115605	-0.08775983436867651	10	10	0.552966235139839	0.012755458552331178	10	10	0.3667707221865263	-0.04092622187707274	10	10	0.14854842473238833	-0.21294639548664374	10	10	0.3804443143689754	-0.07006541422525268	10	10	0.8264539614127389	-0.09658221875853457	10	10
ADM2	all	0.6878443276951549	-0.009550941449935475	8	8	0.383107104853328	0.006402651453770549	10	10	0.5106386082790484	0.014619611878214187	8	8	0.4713830208699835	0.011620005185837922	9	9	0.5955948386307776	-0.01272668866722891	9	9	0.9683546296358112	-0.0021056166405144052	9	9	0.45659085703234925	-0.04416333018576215	9	9	0.3865117664567216	-0.21491733597452156	10	10	0.6766772551707855	-0.027494063130241237	9	9
ADPRHL1	all	0.4728681303084614	-0.014645739262234461	10	10	0.5238170238260664	0.007601240860045616	10	10	0.43267682411470054	-0.0030839831205041524	10	10	0.15140416327559464	-0.02886197294994872	10	10	0.8562247481762507	-0.03494862752089115	10	10	0.5031129821242355	-0.08133122643370132	10	10	0.16497531138461574	-0.06535558549887839	10	10	0.9860615939621219	0.06413483522128603	10	10	0.6063139580410595	-0.19176830862577257	10	10
ADSS	all	0.9162468977348852	-0.08589464783890159	9	9	0.1115963570567116	-0.12207029730310641	9	9	0.30275590525962837	-0.11434040940352813	9	9	0.10995905430964242	0.0986324732419054	9	9	0.1978104602345463	0.030260486917162526	9	9	0.28983549597440883	0.13350652534847804	9	9	0.454055446990527	0.09462378455003652	9	9	0.24293291181955756	-0.3730372708951184	9	9	0.5815973794194386	-0.0793899985213188	9	9
AFAP1L2	ENST00000304129.4	0.951190232722343	-0.0016421763463713105	4	4	0.3199881164768761	0.009373955776325492	4	4	0.4378230327508136	0.005558285452920091	4	4	0.2345023618406814	0.059873520027371174	5	5	0.08439345850464793	-0.06633618791537993	4	4	0.369494457566208	-0.02295911573108972	4	4	0.23768300237296613	0.09326014206600249	5	5	0.2569074144023209	-0.1622279689236903	4	4	0.5401239540469136	-0.0619937117857085	4	4
AFAP1L2	ENST00000369271.3	0.5825523506053263	0.005717052364372358	4	4	0.6334144894023818	8.631286094864961e-05	4	4	0.7001557525160171	0.0063306290251088256	4	4	0.2799573674239775	-0.045716238203750724	4	4	0.16759763588839516	-0.08526768352289725	4	4	0.1399898049462168	-0.06713798994560978	4	4	0.5632759477873444	-0.094127691092294	4	4	0.4037830144285256	-0.27930228160587606	4	4	0.33542522672261044	-0.2020672177113436	4	4
AFAP1L2	all	0.3763628437655717	-0.011623026822771611	5	5	0.2079767705333685	0.018523238926729305	5	5	0.824410750359166	0.005115921514340712	5	5	0.9329009828844984	-0.023261176313418803	5	5	0.9303173356518575	-0.01578910739341499	5	5	0.9097045558922566	-0.004895875359036252	5	5	0.791322613741744	-0.15322837685637394	5	5	0.48441445984714626	0.06705528544098563	5	5	0.7327903256855486	-0.016490118216423738	5	5
AFF1	ENST00000307808.6	0.4265197294999554	-0.02336799280223002	9	9	0.02487819508575765	-0.052633007934582414	9	9	0.040547974026607626	-0.03813870762116967	9	9	0.538861513170352	0.02148356241266684	9	9	0.08553486989903161	0.13631003641911454	10	10	0.6406580066605106	0.0330372488577201	9	9	0.3390223159133462	-0.25877637856318086	9	9	0.4336402262234387	0.1818583151960362	10	10	0.48369252451985323	-0.040213217244902476	9	9
